Brand Name (Hyperlinked),OG Image Filename,Image URL,Brand,Category
"=HYPERLINK(""https://www.adoninyc.com/"",""ADONI MMVII"")",ADONI_MMVII.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/ADONI_MMVII.jpg,ADONI MMVII,Accessories
"=HYPERLINK(""https://www.adoninyc.com/"",""ADONI MMVII"")",ADONI_MMVII.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/ADONI_MMVII.jpg,ADONI MMVII,Accessories
"=HYPERLINK(""https://www.adoninyc.com/"",""ADONI MMVII"")",ADONI_MMVII.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/ADONI_MMVII.jpg,ADONI MMVII,Accessories
"=HYPERLINK(""https://www.adoninyc.com/"",""ADONI MMVII"")",ADONI_MMVII.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/ADONI_MMVII.jpg,ADONI MMVII,Clothes
"=HYPERLINK(""https://www.adoninyc.com/"",""ADONI MMVII"")",ADONI_MMVII.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/ADONI_MMVII.jpg,ADONI MMVII,Clothes
"=HYPERLINK(""https://www.adoninyc.com/"",""ADONI MMVII"")",ADONI_MMVII.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/ADONI_MMVII.jpg,ADONI MMVII,Clothes
"=HYPERLINK(""https://www.adoninyc.com/"",""ADONI MMVII"")",ADONI_MMVII.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/ADONI_MMVII.jpg,ADONI MMVII,Clothes
"=HYPERLINK(""https://www.instagram.com/adriensauvage/?hl=en"",""Adrien Sauvage"")",Adrien_Sauvage.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Adrien_Sauvage.jpg,Adrien Sauvage,Fashion Designer
"=HYPERLINK(""https://www.advancedskincareco.com/"",""Advanced Skin Care Solutions"")",Advanced_Skin_Care_Solutions.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Advanced_Skin_Care_Solutions.jpg,Advanced Skin Care Solutions,Services
"=HYPERLINK(""https://www.adwoabeauty.com/collections/merch"",""Adwoa Beauty"")",Adwoa_Beauty.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Adwoa_Beauty.jpg,Adwoa Beauty,Personal Care
"=HYPERLINK(""https://www.adwoabeauty.com/collections/merch"",""Adwoa Beauty"")",Adwoa_Beauty.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Adwoa_Beauty.jpg,Adwoa Beauty,Personal Care
"=HYPERLINK(""https://www.adwoabeauty.com/collections/merch"",""Adwoa Beauty"")",Adwoa_Beauty.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Adwoa_Beauty.jpg,Adwoa Beauty,Personal Care
"=HYPERLINK(""https://www.adwoabeauty.com/collections/merch"",""Adwoa Beauty"")",Adwoa_Beauty.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Adwoa_Beauty.jpg,Adwoa Beauty,Personal Care
"=HYPERLINK(""https://www.affirmationeffect.com/"",""Affirmation Effect"")",Affirmation_Effect.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Affirmation_Effect.jpg,Affirmation Effect,Household Essentials
"=HYPERLINK(""https://www.affirmationeffect.com/"",""Affirmation Effect"")",Affirmation_Effect.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Affirmation_Effect.jpg,Affirmation Effect,Household Essentials
"=HYPERLINK(""https://www.affirmationeffect.com/"",""Affirmation Effect"")",Affirmation_Effect.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Affirmation_Effect.jpg,Affirmation Effect,Clothes
"=HYPERLINK(""https://afrofunkk.com/index.php?route=product/category&path=62_74"",""Afro Funk Wear"")",Afro_Funk_Wear.png,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Afro_Funk_Wear.png,Afro Funk Wear,Clothes
"=HYPERLINK(""https://afrofunkk.com/index.php?route=product/category&path=62_74"",""Afro Funk Wear"")",Afro_Funk_Wear.png,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Afro_Funk_Wear.png,Afro Funk Wear,Clothes
"=HYPERLINK(""https://afrofunkk.com/index.php?route=product/category&path=62_74"",""Afro Funk Wear"")",Afro_Funk_Wear.png,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Afro_Funk_Wear.png,Afro Funk Wear,Clothes
"=HYPERLINK(""https://afrofunkk.com/index.php?route=product/category&path=62_74"",""Afro Funk Wear"")",Afro_Funk_Wear.png,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Afro_Funk_Wear.png,Afro Funk Wear,Accessories
"=HYPERLINK(""https://afrofunkk.com/index.php?route=product/category&path=62_74"",""Afro Funk Wear"")",Afro_Funk_Wear.png,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Afro_Funk_Wear.png,Afro Funk Wear,Jewelry
"=HYPERLINK(""https://afrofunkk.com/index.php?route=product/category&path=62_74"",""Afro Funk Wear"")",Afro_Funk_Wear.png,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Afro_Funk_Wear.png,Afro Funk Wear,Jewelry
"=HYPERLINK(""https://afrofunkk.com/index.php?route=product/category&path=62_74"",""Afro Funk Wear"")",Afro_Funk_Wear.png,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Afro_Funk_Wear.png,Afro Funk Wear,Home & Office Décor
"=HYPERLINK(""https://www.theafrohairandskincompany.co.uk/"",""Afro Hair & Skin Co."")",Afro_Hair_Skin_Co_.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Afro_Hair_Skin_Co_.jpg,Afro Hair & Skin Co.,Personal Care
"=HYPERLINK(""https://www.theafrohairandskincompany.co.uk/"",""Afro Hair & Skin Co."")",Afro_Hair_Skin_Co_.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Afro_Hair_Skin_Co_.jpg,Afro Hair & Skin Co.,Household Essentials
"=HYPERLINK(""https://aftonbypalm.co.uk/"",""Afton by Palm"")",Afton_by_Palm.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Afton_by_Palm.jpg,Afton by Palm,Home & Office Décor
"=HYPERLINK(""https://www.agapegems.com/shop"",""Agape Gems"")",Agape_Gems.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Agape_Gems.jpg,Agape Gems,Jewelry
"=HYPERLINK(""https://agnesbethel.com/collections/shop-all"",""Agnes Bethel Shoes"")",Agnes_Bethel_Shoes.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Agnes_Bethel_Shoes.jpg,Agnes Bethel Shoes,Fashion
"=HYPERLINK(""https://ahluwalia.world/collections/womens"",""Ahluwalia"")",Ahluwalia.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Ahluwalia.jpg,Ahluwalia,Fashion
"=HYPERLINK(""https://ahluwalia.world/collections/womens"",""Ahluwalia"")",Ahluwalia.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Ahluwalia.jpg,Ahluwalia,Bookstore
"=HYPERLINK(""https://aimhighprep.com/"",""Aim High Prep"")",Aim_High_Prep.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Aim_High_Prep.jpg,Aim High Prep,Services
"=HYPERLINK(""https://www.aimphotostudio.com/"",""AIM Photography Studio"")",AIM_Photography_Studio.jpg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/AIM_Photography_Studio.jpg,AIM Photography Studio,Services
"=HYPERLINK(""https://heartbloomwellness.com/"",""Akoma (Heart) Bloom Wellness LLC"")",Akoma_Heart_Bloom_Wellness_LLC.jpeg,https://raw.githubusercontent.com/scampbe3/brand-images/main/brand-images/Akoma_Heart_Bloom_Wellness_LLC.jpeg,Akoma (Heart) Bloom Wellness LLC,Wellness & Health
